Group,OrigProgram,Marker Color,Marker Icon,Icon Color,Custom Size,Image,Year,Name,Description,Location,Latitude,Longitude,Geocoded address,Street,Town,InformalTown,Zip
Operating Support,ENDOW,orange,,,,,2018,New Haven Ballet,$525,70 Audubon Street New Haven CT 06510-1218,41.311424,-72.921394,"70 AUDUBON ST, NEW HAVEN, CT, 06510",70 Audubon Street,New Haven,New Haven,06510-1218
Operating Support,ENDOW,orange,,,,,2018,New Haven^Arts Council of Greater,"$2,360",70 Audubon Street New Haven CT 06510-1218,41.311424,-72.921394,"70 AUDUBON ST, NEW HAVEN, CT, 06510",70 Audubon Street,New Haven,New Haven,06510-1218
Operating Support,ENDOW,orange,,,,,2019,New Haven Ballet,$500,70 Audubon Street New Haven CT 06510-1218,41.311424,-72.921394,"70 AUDUBON ST, NEW HAVEN, CT, 06510",70 Audubon Street,New Haven,New Haven,06510-1218
Operating Support,ENDOW,orange,,,,,2019,New Haven^Arts Council of Greater,"$5,267",70 Audubon Street New Haven CT 06510-1218,41.311424,-72.921394,"70 AUDUBON ST, NEW HAVEN, CT, 06510",70 Audubon Street,New Haven,New Haven,06510-1218
Operating Support,ENDOW,orange,,,,,2020,New Haven Ballet,"$1,238",70 Audubon Street New Haven CT 06510-1218,41.311424,-72.921394,"70 AUDUBON ST, NEW HAVEN, CT, 06510",70 Audubon Street,New Haven,New Haven,06510-1218
Operating Support,ENDOW,orange,,,,,2020,New Haven^Arts Council of Greater,"$2,087",70 Audubon Street New Haven CT 06510-1218,41.311424,-72.921394,"70 AUDUBON ST, NEW HAVEN, CT, 06510",70 Audubon Street,New Haven,New Haven,06510-1218
Operating Support,Mandated,orange,,,,,2017,New Haven^Arts Council of Greater,"$52,000",70 Audubon Street New Haven CT 06510-1218,41.311424,-72.921394,"70 AUDUBON ST, NEW HAVEN, CT, 06510",70 Audubon Street,New Haven,New Haven,06510-1218
Operating Support,SAP,orange,,,,,2017,New Haven Ballet,"$10,472",70 Audubon Street New Haven CT 06510-1218,41.311424,-72.921394,"70 AUDUBON ST, NEW HAVEN, CT, 06510",70 Audubon Street,New Haven,New Haven,06510-1218
Operating Support,SAP,orange,,,,,2018,New Haven Ballet,"$7,385",70 Audubon Street New Haven CT 06510-1218,41.311424,-72.921394,"70 AUDUBON ST, NEW HAVEN, CT, 06510",70 Audubon Street,New Haven,New Haven,06510-1218
Operating Support,SAP,orange,,,,,2019,New Haven Ballet,"$10,000",70 Audubon Street New Haven CT 06510-1218,41.311424,-72.921394,"70 AUDUBON ST, NEW HAVEN, CT, 06510",70 Audubon Street,New Haven,New Haven,06510-1218
Operating Support,SAP,orange,,,,,2020,New Haven Ballet,"$8,750",70 Audubon Street New Haven CT 06510-1218,41.311424,-72.921394,"70 AUDUBON ST, NEW HAVEN, CT, 06510",70 Audubon Street,New Haven,New Haven,06510-1218
Operating Support,ENDOW,orange,,,,,2018,Creative Arts Workshop,"$1,595",80 Audubon Street New Haven CT 06510-1254,41.311417,-72.92137,"80 AUDUBON ST, NEW HAVEN, CT, 06510",80 Audubon Street,New Haven,New Haven,06510-1254
Operating Support,ENDOW,orange,,,,,2019,Creative Arts Workshop,"$11,007",80 Audubon Street New Haven CT 06510-1254,41.311417,-72.92137,"80 AUDUBON ST, NEW HAVEN, CT, 06510",80 Audubon Street,New Haven,New Haven,06510-1254
Operating Support,ENDOW,orange,,,,,2020,Creative Arts Workshop,"$2,832",80 Audubon Street New Haven CT 06510-1254,41.311417,-72.92137,"80 AUDUBON ST, NEW HAVEN, CT, 06510",80 Audubon Street,New Haven,New Haven,06510-1254
Operating Support,SAP,orange,,,,,2017,Creative Arts Workshop,"$4,892",80 Audubon Street New Haven CT 06510-1254,41.311417,-72.92137,"80 AUDUBON ST, NEW HAVEN, CT, 06510",80 Audubon Street,New Haven,New Haven,06510-1254
Operating Support,SAP,orange,,,,,2018,Creative Arts Workshop,"$4,308",80 Audubon Street New Haven CT 06510-1254,41.311417,-72.92137,"80 AUDUBON ST, NEW HAVEN, CT, 06510",80 Audubon Street,New Haven,New Haven,06510-1254
Operating Support,SAP,orange,,,,,2020,Creative Arts Workshop,"$8,750",80 Audubon Street New Haven CT 06510-1254,41.311417,-72.92137,"80 AUDUBON ST, NEW HAVEN, CT, 06510",80 Audubon Street,New Haven,New Haven,06510-1254
Operating Support,DirLocal,orange,,,,,2018,Neighborhood Music School,"$64,432",100 Audubon Street New Haven CT 06510-1253,41.311394,-72.92132,"100 AUDUBON ST, NEW HAVEN, CT, 06510",100 Audubon Street,New Haven,New Haven,06510-1253
Operating Support,DirLocal,orange,,,,,2019,Neighborhood Music School,"$80,540",100 Audubon Street New Haven CT 06510-1253,41.311394,-72.92132,"100 AUDUBON ST, NEW HAVEN, CT, 06510",100 Audubon Street,New Haven,New Haven,06510-1253
Operating Support,DirLocal,orange,,,,,2020,Neighborhood Music School,"$80,540",100 Audubon Street New Haven CT 06510-1253,41.311394,-72.92132,"100 AUDUBON ST, NEW HAVEN, CT, 06510",100 Audubon Street,New Haven,New Haven,06510-1253
Operating Support,ENDOW,orange,,,,,2017,Neighborhood Music School,"$6,791",100 Audubon Street New Haven CT 06510-1253,41.311394,-72.92132,"100 AUDUBON ST, NEW HAVEN, CT, 06510",100 Audubon Street,New Haven,New Haven,06510-1253
Operating Support,ENDOW,orange,,,,,2018,Neighborhood Music School,"$6,140",100 Audubon Street New Haven CT 06510-1253,41.311394,-72.92132,"100 AUDUBON ST, NEW HAVEN, CT, 06510",100 Audubon Street,New Haven,New Haven,06510-1253
Operating Support,ENDOW,orange,,,,,2019,Neighborhood Music School,"$7,014",100 Audubon Street New Haven CT 06510-1253,41.311394,-72.92132,"100 AUDUBON ST, NEW HAVEN, CT, 06510",100 Audubon Street,New Haven,New Haven,06510-1253
Operating Support,ENDOW,orange,,,,,2020,Neighborhood Music School,"$4,227",100 Audubon Street New Haven CT 06510-1253,41.311394,-72.92132,"100 AUDUBON ST, NEW HAVEN, CT, 06510",100 Audubon Street,New Haven,New Haven,06510-1253
Operating Support,Mandated,orange,,,,,2017,Neighborhood Music School,"$80,540",100 Audubon Street New Haven CT 06510-1253,41.311394,-72.92132,"100 AUDUBON ST, NEW HAVEN, CT, 06510",100 Audubon Street,New Haven,New Haven,06510-1253
Operating Support,DirLocal,orange,,,,,2018,Long Wharf Theatre,"$34,660",222 Sargent Drive New Haven CT 06511-5955,41.29285,-72.920876,"222 SARGENT DR, NEW HAVEN, CT, 06511",222 Sargent Drive,New Haven,New Haven,06511-5955
Operating Support,DirLocal,orange,,,,,2019,Long Wharf Theatre,"$43,325",222 Sargent Drive New Haven CT 06511-5955,41.29285,-72.920876,"222 SARGENT DR, NEW HAVEN, CT, 06511",222 Sargent Drive,New Haven,New Haven,06511-5955
Operating Support,DirLocal,orange,,,,,2020,Long Wharf Theatre,"$43,325",222 Sargent Drive New Haven CT 06511-5955,41.29285,-72.920876,"222 SARGENT DR, NEW HAVEN, CT, 06511",222 Sargent Drive,New Haven,New Haven,06511-5955
Operating Support,ENDOW,orange,,,,,2018,Long Wharf Theatre,"$12,100",222 Sargent Drive New Haven CT 06511-5955,41.29285,-72.920876,"222 SARGENT DR, NEW HAVEN, CT, 06511",222 Sargent Drive,New Haven,New Haven,06511-5955
Operating Support,ENDOW,orange,,,,,2019,Long Wharf Theatre,"$8,047",222 Sargent Drive New Haven CT 06511-5955,41.29285,-72.920876,"222 SARGENT DR, NEW HAVEN, CT, 06511",222 Sargent Drive,New Haven,New Haven,06511-5955
Operating Support,ENDOW,orange,,,,,2020,Long Wharf Theatre,"$37,051",222 Sargent Drive New Haven CT 06511-5955,41.29285,-72.920876,"222 SARGENT DR, NEW HAVEN, CT, 06511",222 Sargent Drive,New Haven,New Haven,06511-5955
Operating Support,Mandated,orange,,,,,2017,Long Wharf Theatre,"$43,325",222 Sargent Drive New Haven CT 06511-5955,41.29285,-72.920876,"222 SARGENT DR, NEW HAVEN, CT, 06511",222 Sargent Drive,New Haven,New Haven,06511-5955
Operating Support,DirLocal,orange,,,,,2018,"New Haven Symphony Orchestra, Inc.","$40,000",4 Hamilton Street New Haven CT 06511,41.298218,-72.9133,"4 HAMILTON ST, NEW HAVEN, CT, 06511",4 Hamilton Street,New Haven,New Haven,6511
Operating Support,DirLocal,orange,,,,,2019,"New Haven Symphony Orchestra, Inc.","$50,000",4 Hamilton Street New Haven CT 06511,41.298218,-72.9133,"4 HAMILTON ST, NEW HAVEN, CT, 06511",4 Hamilton Street,New Haven,New Haven,6511
Operating Support,DirLocal,orange,,,,,2020,"New Haven Symphony Orchestra, Inc.","$50,000",4 Hamilton Street New Haven CT 06511,41.298218,-72.9133,"4 HAMILTON ST, NEW HAVEN, CT, 06511",4 Hamilton Street,New Haven,New Haven,6511
Operating Support,ENDOW,orange,,,,,2017,"New Haven Symphony Orchestra, Inc.","$5,708",4 Hamilton Street New Haven CT 06511,41.298218,-72.9133,"4 HAMILTON ST, NEW HAVEN, CT, 06511",4 Hamilton Street,New Haven,New Haven,6511
Operating Support,ENDOW,orange,,,,,2018,"New Haven Symphony Orchestra, Inc.","$24,993",4 Hamilton Street New Haven CT 06511,41.298218,-72.9133,"4 HAMILTON ST, NEW HAVEN, CT, 06511",4 Hamilton Street,New Haven,New Haven,6511
Operating Support,ENDOW,orange,,,,,2019,"New Haven Symphony Orchestra, Inc.","$8,271",4 Hamilton Street New Haven CT 06511,41.298218,-72.9133,"4 HAMILTON ST, NEW HAVEN, CT, 06511",4 Hamilton Street,New Haven,New Haven,6511
Operating Support,ENDOW,orange,,,,,2020,"New Haven Symphony Orchestra, Inc.","$13,199",4 Hamilton Street New Haven CT 06511,41.298218,-72.9133,"4 HAMILTON ST, NEW HAVEN, CT, 06511",4 Hamilton Street,New Haven,New Haven,6511
Operating Support,SAP,orange,,,,,2017,"New Haven Symphony Orchestra, Inc.","$11,840",4 Hamilton Street New Haven CT 06511,41.298218,-72.9133,"4 HAMILTON ST, NEW HAVEN, CT, 06511",4 Hamilton Street,New Haven,New Haven,6511
Operating Support,DirLocal,orange,,,,,2020,"Music Haven, Inc.","$100,000",315 Peck Street New Haven CT 06513,41.315647,-72.90063,"315 PECK ST, NEW HAVEN, CT, 06513",315 Peck Street,New Haven,New Haven,6513
Operating Support,ENDOW,orange,,,,,2018,"Music Haven, Inc.","$5,100",315 Peck Street New Haven CT 06513,41.315647,-72.90063,"315 PECK ST, NEW HAVEN, CT, 06513",315 Peck Street,New Haven,New Haven,6513
Operating Support,ENDOW,orange,,,,,2019,"Music Haven, Inc.","$8,763",315 Peck Street New Haven CT 06513,41.315647,-72.90063,"315 PECK ST, NEW HAVEN, CT, 06513",315 Peck Street,New Haven,New Haven,6513
Operating Support,ENDOW,orange,,,,,2020,"Music Haven, Inc.","$5,129",315 Peck Street New Haven CT 06513,41.315647,-72.90063,"315 PECK ST, NEW HAVEN, CT, 06513",315 Peck Street,New Haven,New Haven,6513
Operating Support,DirLocal,orange,,,,,2018,Arte Inc.,"$16,588",26 Atwater Street New Haven CT 06513-3905,41.310272,-72.89252,"26 ATWATER ST, NEW HAVEN, CT, 06513",26 Atwater Street,New Haven,New Haven,06513-3905
Operating Support,DirLocal,orange,,,,,2019,Arte Inc.,"$20,735",26 Atwater Street New Haven CT 06513-3905,41.310272,-72.89252,"26 ATWATER ST, NEW HAVEN, CT, 06513",26 Atwater Street,New Haven,New Haven,06513-3905
Operating Support,DirLocal,orange,,,,,2020,Arte Inc.,"$20,735",26 Atwater Street New Haven CT 06513-3905,41.310272,-72.89252,"26 ATWATER ST, NEW HAVEN, CT, 06513",26 Atwater Street,New Haven,New Haven,06513-3905
Operating Support,Mandated,orange,,,,,2017,Arte Inc.,"$20,735",26 Atwater Street New Haven CT 06513-3905,41.310272,-72.89252,"26 ATWATER ST, NEW HAVEN, CT, 06513",26 Atwater Street,New Haven,New Haven,06513-3905
Operating Support,SAP,orange,,,,,2020,Southington Community Cultural Arts,"$8,750",93 Main Street Southington CT 06489,41.6005,-72.87819,"93 MAIN ST, SOUTHINGTON, CT, 06489",93 Main Street,Southington,Southington,6489
Operating Support,SAP,orange,,,,,2020,"Tinaliah ""the One who perseveres""",$900,321 Eastern Street A919 New Haven CT 06513,41.316067,-72.87281,"321 EASTERN ST, NEW HAVEN, CT, 06513",321 Eastern Street A919,New Haven,New Haven,6513
Operating Support,SAP,orange,,,,,2017,Plainville Wind Ensemble,"$1,308",44 Shuttlemeadow Road Plainville CT 06062,41.65613,-72.86608,"44 SHUTTLEMEADOW RD, PLAINVILLE, CT, 06062",44 Shuttlemeadow Road,Plainville,Plainville,6062
Operating Support,SAP,orange,,,,,2018,Plainville Wind Ensemble,$500,44 Shuttlemeadow Road Plainville CT 06062,41.65613,-72.86608,"44 SHUTTLEMEADOW RD, PLAINVILLE, CT, 06062",44 Shuttlemeadow Road,Plainville,Plainville,6062
Operating Support,ENDOW,orange,,,,,2019,"Queen Ann Nzinga Center, Inc.",$500,18 Newton Avenue Plainville CT 06062-2802,41.66539,-72.86403,"18 NEWTON AVE, PLAINVILLE, CT, 06062",18 Newton Avenue,Plainville,Plainville,06062-2802
Operating Support,SAP,orange,,,,,2018,Simsbury Summer Theatre,"$2,005",3 Browngate Lane Simsbury CT 06070,41.910408,-72.85242,"3 BROWNGATE LN, SIMSBURY, CT, 06070",3 Browngate Lane,Simsbury,Simsbury,6070
Operating Support,DirLocal,orange,,,,,2018,New Britain Museum of American Art,"$32,835",56 Lexington Street New Britain CT 06052-1412,41.664917,-72.79195,"56 LEXINGTON ST, NEW BRITAIN, CT, 06052",56 Lexington Street,New Britain,New Britain,06052-1412
Operating Support,DirLocal,orange,,,,,2019,New Britain Museum of American Art,"$41,044",56 Lexington Street New Britain CT 06052-1412,41.664917,-72.79195,"56 LEXINGTON ST, NEW BRITAIN, CT, 06052",56 Lexington Street,New Britain,New Britain,06052-1412
Operating Support,DirLocal,orange,,,,,2020,New Britain Museum of American Art,"$41,044",56 Lexington Street New Britain CT 06052-1412,41.664917,-72.79195,"56 LEXINGTON ST, NEW BRITAIN, CT, 06052",56 Lexington Street,New Britain,New Britain,06052-1412
Operating Support,ENDOW,orange,,,,,2017,New Britain Museum of American Art,"$5,708",56 Lexington Street New Britain CT 06052-1412,41.664917,-72.79195,"56 LEXINGTON ST, NEW BRITAIN, CT, 06052",56 Lexington Street,New Britain,New Britain,06052-1412
Operating Support,ENDOW,orange,,,,,2018,New Britain Museum of American Art,"$12,100",56 Lexington Street New Britain CT 06052-1412,41.664917,-72.79195,"56 LEXINGTON ST, NEW BRITAIN, CT, 06052",56 Lexington Street,New Britain,New Britain,06052-1412
Operating Support,ENDOW,orange,,,,,2019,New Britain Museum of American Art,"$14,491",56 Lexington Street New Britain CT 06052-1412,41.664917,-72.79195,"56 LEXINGTON ST, NEW BRITAIN, CT, 06052",56 Lexington Street,New Britain,New Britain,06052-1412
Operating Support,ENDOW,orange,,,,,2020,New Britain Museum of American Art,"$43,719",56 Lexington Street New Britain CT 06052-1412,41.664917,-72.79195,"56 LEXINGTON ST, NEW BRITAIN, CT, 06052",56 Lexington Street,New Britain,New Britain,06052-1412
Operating Support,Mandated,orange,,,,,2017,New Britain Museum of American Art,"$41,045",56 Lexington Street New Britain CT 06052-1412,41.664917,-72.79195,"56 LEXINGTON ST, NEW BRITAIN, CT, 06052",56 Lexington Street,New Britain,New Britain,06052-1412
Operating Support,ENDOW,orange,,,,,2019,Main Street Children's Choir,$500,90 Main Street New Britain CT 06051,41.66564,-72.78165,"90 MAIN ST, NEW BRITAIN, CT, 06051",90 Main Street,New Britain,New Britain,6051
Operating Support,SAP,orange,,,,,2018,Main Street Children's Choir,"$1,298",90 Main Street New Britain CT 06051,41.66564,-72.78165,"90 MAIN ST, NEW BRITAIN, CT, 06051",90 Main Street,New Britain,New Britain,6051
Operating Support,DirLocal,orange,,,,,2018,Connecticut Virtuosi Chamber Orchestra,"$12,200",19 Chestnut Street New Britain CT 06051-2601,41.665768,-72.7809,"19 CHESTNUT ST, NEW BRITAIN, CT, 06051",19 Chestnut Street,New Britain,New Britain,06051-2601
Operating Support,DirLocal,orange,,,,,2019,Connecticut Virtuosi Chamber Orchestra,"$15,250",19 Chestnut Street New Britain CT 06051-2601,41.665768,-72.7809,"19 CHESTNUT ST, NEW BRITAIN, CT, 06051",19 Chestnut Street,New Britain,New Britain,06051-2601
Operating Support,DirLocal,orange,,,,,2020,Connecticut Virtuosi Chamber Orchestra,"$15,250",19 Chestnut Street New Britain CT 06051-2601,41.665768,-72.7809,"19 CHESTNUT ST, NEW BRITAIN, CT, 06051",19 Chestnut Street,New Britain,New Britain,06051-2601
Operating Support,ENDOW,orange,,,,,2017,Connecticut Virtuosi Chamber Orchestra,$559,19 Chestnut Street New Britain CT 06051-2601,41.665768,-72.7809,"19 CHESTNUT ST, NEW BRITAIN, CT, 06051",19 Chestnut Street,New Britain,New Britain,06051-2601
Operating Support,ENDOW,orange,,,,,2018,Connecticut Virtuosi Chamber Orchestra,$945,19 Chestnut Street New Britain CT 06051-2601,41.665768,-72.7809,"19 CHESTNUT ST, NEW BRITAIN, CT, 06051",19 Chestnut Street,New Britain,New Britain,06051-2601
Operating Support,ENDOW,orange,,,,,2019,Connecticut Virtuosi Chamber Orchestra,"$1,513",19 Chestnut Street New Britain CT 06051-2601,41.665768,-72.7809,"19 CHESTNUT ST, NEW BRITAIN, CT, 06051",19 Chestnut Street,New Britain,New Britain,06051-2601
Operating Support,ENDOW,orange,,,,,2020,Connecticut Virtuosi Chamber Orchestra,$702,19 Chestnut Street New Britain CT 06051-2601,41.665768,-72.7809,"19 CHESTNUT ST, NEW BRITAIN, CT, 06051",19 Chestnut Street,New Britain,New Britain,06051-2601
Operating Support,Mandated,orange,,,,,2017,Connecticut Virtuosi Chamber Orchestra,"$15,250",19 Chestnut Street New Britain CT 06051-2601,41.665768,-72.7809,"19 CHESTNUT ST, NEW BRITAIN, CT, 06051",19 Chestnut Street,New Britain,New Britain,06051-2601
Operating Support,SAP,orange,,,,,2018,"West Hartford Art League, Inc.","$5,279",37 Buena Vista Road West Hartford CT 06107-3203,41.750298,-72.764984,"37 BUENA VISTA RD, WEST HARTFORD, CT, 06107",37 Buena Vista Road,West Hartford,West Hartford,06107-3203
Operating Support,SAP,orange,,,,,2019,"West Hartford Art League, Inc.","$5,000",37 Buena Vista Road West Hartford CT 06107-3203,41.750298,-72.764984,"37 BUENA VISTA RD, WEST HARTFORD, CT, 06107",37 Buena Vista Road,West Hartford,West Hartford,06107-3203
Operating Support,SAP,orange,,,,,2019,Albert Schweitzer Organ Festival,"$2,000",19 Walden Street West Hartford CT 06107,41.761787,-72.747215,"19 WALDEN ST, WEST HARTFORD, CT, 06107",19 Walden Street,West Hartford,West Hartford,6107
Operating Support,SAP,orange,,,,,2020,Albert Schweitzer Organ Festival,"$2,700",19 Walden Street West Hartford CT 06107,41.761787,-72.747215,"19 WALDEN ST, WEST HARTFORD, CT, 06107",19 Walden Street,West Hartford,West Hartford,6107
Operating Support,DirLocal,orange,,,,,2018,National Theatre of the Deaf^The,"$63,006",139 North Main Street West Hartford CT 06107,41.77133,-72.74399,"139 N MAIN ST, WEST HARTFORD, CT, 06107",139 North Main Street,West Hartford,West Hartford,6107
Operating Support,DirLocal,orange,,,,,2019,National Theatre of the Deaf^The,"$78,758",139 North Main Street West Hartford CT 06107,41.77133,-72.74399,"139 N MAIN ST, WEST HARTFORD, CT, 06107",139 North Main Street,West Hartford,West Hartford,6107
Operating Support,ENDOW,orange,,,,,2019,West Hartford Symphony Orchestra,$515,81 South Main Street West Hartford CT 06107,41.756435,-72.7437,"81 S MAIN ST, WEST HARTFORD, CT, 06107",81 South Main Street,West Hartford,West Hartford,6107
Operating Support,DirLocal,orange,,,,,2018,"Playhouse Theatre Group, Inc.","$12,127",244 Park Road West Hartford CT 06119,41.75741,-72.725174,"244 PARK RD, WEST HARTFORD, CT, 06119",244 Park Road,West Hartford,West Hartford,6119
Operating Support,DirLocal,orange,,,,,2019,"Playhouse Theatre Group, Inc.","$15,159",244 Park Road West Hartford CT 06119,41.75741,-72.725174,"244 PARK RD, WEST HARTFORD, CT, 06119",244 Park Road,West Hartford,West Hartford,6119
Operating Support,DirLocal,orange,,,,,2020,"Playhouse Theatre Group, Inc.","$15,158",244 Park Road West Hartford CT 06119,41.75741,-72.725174,"244 PARK RD, WEST HARTFORD, CT, 06119",244 Park Road,West Hartford,West Hartford,6119
Operating Support,ENDOW,orange,,,,,2018,"Playhouse Theatre Group, Inc.","$4,080",244 Park Road West Hartford CT 06119,41.75741,-72.725174,"244 PARK RD, WEST HARTFORD, CT, 06119",244 Park Road,West Hartford,West Hartford,6119
Operating Support,ENDOW,orange,,,,,2019,"Playhouse Theatre Group, Inc.","$2,980",244 Park Road West Hartford CT 06119,41.75741,-72.725174,"244 PARK RD, WEST HARTFORD, CT, 06119",244 Park Road,West Hartford,West Hartford,6119
Operating Support,ENDOW,orange,,,,,2020,"Playhouse Theatre Group, Inc.","$9,422",244 Park Road West Hartford CT 06119,41.75741,-72.725174,"244 PARK RD, WEST HARTFORD, CT, 06119",244 Park Road,West Hartford,West Hartford,6119
Operating Support,ENDOW,orange,,,,,2017,Ballet Theatre Company,"$1,555",20 Jefferson Avenue West Hartford CT 06110-1200,41.74166,-72.72031,"20 JEFFERSON AVE, WEST HARTFORD, CT, 06110",20 Jefferson Avenue,West Hartford,West Hartford,06110-1200
Operating Support,ENDOW,orange,,,,,2018,Ballet Theatre Company,$770,20 Jefferson Avenue West Hartford CT 06110-1200,41.74166,-72.72031,"20 JEFFERSON AVE, WEST HARTFORD, CT, 06110",20 Jefferson Avenue,West Hartford,West Hartford,06110-1200
Operating Support,ENDOW,orange,,,,,2019,Ballet Theatre Company,$500,20 Jefferson Avenue West Hartford CT 06110-1200,41.74166,-72.72031,"20 JEFFERSON AVE, WEST HARTFORD, CT, 06110",20 Jefferson Avenue,West Hartford,West Hartford,06110-1200
Operating Support,SAP,orange,,,,,2017,Ballet Theatre Company,"$6,620",20 Jefferson Avenue West Hartford CT 06110-1200,41.74166,-72.72031,"20 JEFFERSON AVE, WEST HARTFORD, CT, 06110",20 Jefferson Avenue,West Hartford,West Hartford,06110-1200
Operating Support,SAP,orange,,,,,2018,Ballet Theatre Company,"$4,514",20 Jefferson Avenue West Hartford CT 06110-1200,41.74166,-72.72031,"20 JEFFERSON AVE, WEST HARTFORD, CT, 06110",20 Jefferson Avenue,West Hartford,West Hartford,06110-1200
Operating Support,SAP,orange,,,,,2020,Ballet Theatre Company,"$5,950",20 Jefferson Avenue West Hartford CT 06110-1200,41.74166,-72.72031,"20 JEFFERSON AVE, WEST HARTFORD, CT, 06110",20 Jefferson Avenue,West Hartford,West Hartford,06110-1200
Operating Support,SAP,orange,,,,,2018,Newington Children's Theatre Company^The,"$1,668",743 North Mountain Road Newington CT 06111-1424,41.721542,-72.71746,"743 N MOUNTAIN RD, NEWINGTON, CT, 06111",743 North Mountain Road,Newington,Newington,06111-1424
Operating Support,SAP,orange,,,,,2019,Newington Children's Theatre Company^The,"$5,000",743 North Mountain Road Newington CT 06111-1424,41.721542,-72.71746,"743 N MOUNTAIN RD, NEWINGTON, CT, 06111",743 North Mountain Road,Newington,Newington,06111-1424
Operating Support,SAP,orange,,,,,2020,Newington Children's Theatre Company^The,"$5,950",743 North Mountain Road Newington CT 06111-1424,41.721542,-72.71746,"743 N MOUNTAIN RD, NEWINGTON, CT, 06111",743 North Mountain Road,Newington,Newington,06111-1424
Operating Support,DirLocal,orange,,,,,2018,Real Art Ways,"$92,101",56 Arbor Street Hartford CT 06106-1201,41.759922,-72.70313,"56 ARBOR ST, HARTFORD, CT, 06106",56 Arbor Street,Hartford,Hartford,06106-1201
Operating Support,DirLocal,orange,,,,,2019,Real Art Ways,"$115,126",56 Arbor Street Hartford CT 06106-1201,41.759922,-72.70313,"56 ARBOR ST, HARTFORD, CT, 06106",56 Arbor Street,Hartford,Hartford,06106-1201
Operating Support,DirLocal,orange,,,,,2020,Real Art Ways,"$115,126",56 Arbor Street Hartford CT 06106-1201,41.759922,-72.70313,"56 ARBOR ST, HARTFORD, CT, 06106",56 Arbor Street,Hartford,Hartford,06106-1201
Operating Support,ENDOW,orange,,,,,2017,Real Art Ways,"$3,497",56 Arbor Street Hartford CT 06106-1201,41.759922,-72.70313,"56 ARBOR ST, HARTFORD, CT, 06106",56 Arbor Street,Hartford,Hartford,06106-1201
Operating Support,ENDOW,orange,,,,,2018,Real Art Ways,"$6,500",56 Arbor Street Hartford CT 06106-1201,41.759922,-72.70313,"56 ARBOR ST, HARTFORD, CT, 06106",56 Arbor Street,Hartford,Hartford,06106-1201
Operating Support,ENDOW,orange,,,,,2019,Real Art Ways,"$8,628",56 Arbor Street Hartford CT 06106-1201,41.759922,-72.70313,"56 ARBOR ST, HARTFORD, CT, 06106",56 Arbor Street,Hartford,Hartford,06106-1201
Operating Support,ENDOW,orange,,,,,2020,Real Art Ways,"$8,125",56 Arbor Street Hartford CT 06106-1201,41.759922,-72.70313,"56 ARBOR ST, HARTFORD, CT, 06106",56 Arbor Street,Hartford,Hartford,06106-1201
Operating Support,Mandated,orange,,,,,2017,Real Art Ways,"$115,126",56 Arbor Street Hartford CT 06106-1201,41.759922,-72.70313,"56 ARBOR ST, HARTFORD, CT, 06106",56 Arbor Street,Hartford,Hartford,06106-1201
Operating Support,DirLocal,orange,,,,,2018,"Artists Collective, Inc.","$92,101",1200 Albany Avenue Hartford CT 06112-2104,41.782032,-72.69578,"1200 ALBANY AVE, HARTFORD, CT, 06112",1200 Albany Avenue,Hartford,Hartford,06112-2104
Operating Support,DirLocal,orange,,,,,2019,"Artists Collective, Inc.","$115,126",1200 Albany Avenue Hartford CT 06112-2104,41.782032,-72.69578,"1200 ALBANY AVE, HARTFORD, CT, 06112",1200 Albany Avenue,Hartford,Hartford,06112-2104
Operating Support,DirLocal,orange,,,,,2020,"Artists Collective, Inc.","$115,126",1200 Albany Avenue Hartford CT 06112-2104,41.782032,-72.69578,"1200 ALBANY AVE, HARTFORD, CT, 06112",1200 Albany Avenue,Hartford,Hartford,06112-2104
Operating Support,ENDOW,orange,,,,,2017,"Artists Collective, Inc.","$1,950",1200 Albany Avenue Hartford CT 06112-2104,41.782032,-72.69578,"1200 ALBANY AVE, HARTFORD, CT, 06112",1200 Albany Avenue,Hartford,Hartford,06112-2104
Operating Support,Mandated,orange,,,,,2017,"Artists Collective, Inc.","$115,126",1200 Albany Avenue Hartford CT 06112-2104,41.782032,-72.69578,"1200 ALBANY AVE, HARTFORD, CT, 06112",1200 Albany Avenue,Hartford,Hartford,06112-2104
Operating Support,ENDOW,orange,,,,,2017,"Cinestudio, Inc.",$500,300 Summit Street Hartford CT 06106-3100,41.745167,-72.69263,"300 SUMMIT ST, HARTFORD, CT, 06106",300 Summit Street,Hartford,Hartford,06106-3100
Operating Support,ENDOW,orange,,,,,2018,"Cinestudio, Inc.","$2,050",300 Summit Street Hartford CT 06106-3100,41.745167,-72.69263,"300 SUMMIT ST, HARTFORD, CT, 06106",300 Summit Street,Hartford,Hartford,06106-3100
Operating Support,ENDOW,orange,,,,,2019,"Cinestudio, Inc.","$3,223",300 Summit Street Hartford CT 06106-3100,41.745167,-72.69263,"300 SUMMIT ST, HARTFORD, CT, 06106",300 Summit Street,Hartford,Hartford,06106-3100
Operating Support,ENDOW,orange,,,,,2020,"Cinestudio, Inc.","$3,158",300 Summit Street Hartford CT 06106-3100,41.745167,-72.69263,"300 SUMMIT ST, HARTFORD, CT, 06106",300 Summit Street,Hartford,Hartford,06106-3100
